transaction_id,ts,account_id,customer_id,merchant_id,mcc,mcc_risk,merchant_country,device_id,device_type,channel,amount,currency,auth_code,country,customer_risk_tier,is_fraud,fraud_typology,fraud_reported_at,aml_flag,aml_typology,hour,dow,is_night,is_weekend,velocity_24h,seconds_since_last,transaction_risk_score,is_high_risk
TX1000000023,2023-01-13 11:53:20,A5238959,C1040580,M209124,4814,1,FR,D912088,android,card_present,535.81,USD,approved,US,low,False,,,False,,11,4,0,0,1,86400.0,29.6,0
TX1000000024,2023-01-13 22:50:43,A5114210,C1004615,M207517,4121,2,MM,D941450,android,wire,1232.0,USD,approved,FR,low,False,,,False,,22,4,0,0,1,86400.0,65.7,0
TX1000000025,2023-01-15 03:41:09,A5156491,C1036716,M211989,4111,1,CY,D956356,android,atm,42.89,USD,declined,US,medium,False,,,False,,3,6,1,1,1,86400.0,43.2,0
TX1000000026,2023-01-15 20:59:20,A5000706,C1041786,M200330,6012,5,KP,D962239,android,ecom,137.64,USD,approved,CA,low,False,,,False,,20,6,0,1,1,86400.0,63.5,0
TX1000000027,2023-01-15 21:24:03,A5127203,C1012030,M210660,5999,2,US,D944729,android,ecom,898.14,USD,review,US,low,False,,,False,,21,6,0,1,1,86400.0,37.5,0
TX1000000028,2023-01-16 13:20:27,A5044917,C1024229,M202537,4121,2,AU,D915549,web,p2p,510.32,USD,approved,US,low,False,,,False,,13,0,0,0,1,86400.0,35.4,0
TX1000000029,2023-01-17 11:21:26,A5229508,C1033667,M211336,7011,2,US,D926831,ios,card_present,6.86,USD,approved,US,low,False,,,False,,11,1,0,0,1,86400.0,19.7,0
TX1000000030,2023-01-17 23:08:09,A5088868,C1037746,M200477,6012,5,US,D924070,android,card_present,10.88,USD,approved,US,low,False,,,False,,23,1,0,0,1,86400.0,39.3,0
TX1000000031,2023-01-19 22:12:36,A5010480,C1009414,M205821,7011,2,US,D926476,android,p2p,5.59,USD,approved,DE,low,False,,,False,,22,3,0,0,1,86400.0,19.1,0
TX1000000032,2023-01-20 22:25:20,A5090997,C1022178,M203656,5999,2,CA,D918986,web,card_present,19.42,USD,approved,GB,medium,False,,,False,,22,4,0,0,1,86400.0,23.3,0
TX1000000033,2023-01-21 05:33:34,A5024268,C1009746,M208522,6051,5,IN,D953896,ios,ach,169.32,USD,approved,US,medium,False,,,False,,5,5,1,1,1,86400.0,57.3,0
TX1000000034,2023-01-22 15:42:08,A5242392,C1022060,M210326,6051,5,SG,D971729,android,ecom,76.88,USD,approved,DE,low,False,,,False,,15,6,0,1,1,86400.0,46.3,0
TX1000000035,2023-01-23 02:45:05,A5010927,C1025647,M203216,5311,2,SG,D972395,pos,ecom,8.39,USD,approved,US,low,False,,,False,,2,0,1,0,1,86400.0,28.4,0
TX1000000036,2023-01-23 14:48:29,A5155680,C1012280,M209203,7011,2,IN,D951766,android,ecom,5.5,USD,approved,SG,low,False,,,False,,14,0,0,0,1,86400.0,19.0,0
TX1000000037,2023-01-23 22:58:29,A5103114,C1013826,M211892,5999,2,AU,D949908,android,wire,237.4,USD,approved,US,low,False,,,False,,22,0,0,0,1,86400.0,44.5,0
TX1000000038,2023-01-24 00:32:53,A5221500,C1025012,M205448,5311,2,GB,D972185,ios,card_present,155.28,USD,approved,US,low,False,,,False,,0,1,1,0,1,86400.0,38.9,0
TX1000000039,2023-01-26 18:08:20,A5004976,C1003794,M207730,5732,3,VG,D901176,android,card_present,193.05,USD,approved,US,low,False,,,False,,18,3,0,0,1,86400.0,52.8,0
TX1000000040,2023-01-26 20:50:00,A5116809,C1028340,M210258,7011,2,AU,D935049,pos,ach,1333.33,USD,approved,US,low,False,,,False,,20,3,0,0,1,86400.0,39.0,0
TX1000000041,2023-01-27 08:19:20,A5126882,C1014065,M211868,7011,2,AE,D947423,android,ecom,54.56,USD,approved,US,medium,False,,,False,,8,4,0,0,1,86400.0,27.1,0
TX1000000042,2023-01-27 11:43:47,A5096560,C1012061,M211777,7995,5,BR,D929794,android,card_present,139.1,USD,approved,GB,medium,False,,,False,,11,4,0,0,1,86400.0,48.5,0
TX1000000043,2023-01-27 19:42:16,A5004020,C1034641,M209791,6012,5,DE,D920768,web,p2p,148.39,USD,approved,FR,medium,False,,,False,,19,4,0,0,1,86400.0,48.8,0
TX1000000044,2023-01-28 11:12:19,A5204740,C1023952,M200140,5812,3,AE,D932656,web,ecom,30.53,USD,approved,DE,low,False,,,False,,11,5,0,1,1,86400.0,30.9,0
TX1000000045,2023-01-28 13:45:57,A5087416,C1011063,M206018,7399,3,IN,D923226,ios,p2p,68.19,USD,approved,US,medium,False,,,False,,13,5,0,1,1,86400.0,33.9,0
TX1000000046,2023-01-29 02:33:08,A5047644,C1043372,M205698,4814,1,VG,D926940,ios,wire,1406.85,USD,approved,US,medium,False,,,False,,2,6,1,1,1,86400.0,68.2,0
TX1000000047,2023-01-29 09:35:52,A5079945,C1021110,M202353,7399,3,SG,D950793,android,ach,50.74,USD,approved,US,medium,False,,,False,,9,6,0,1,1,86400.0,32.8,0
TX1000000048,2023-01-29 18:06:53,A5073863,C1000062,M200745,7399,3,VG,D938898,pos,ecom,442.47,USD,review,US,medium,False,,,False,,18,6,0,1,1,86400.0,55.9,0
TX1000000049,2023-01-29 23:29:31,A5201533,C1000319,M201700,5812,3,DE,D958678,ios,atm,28.24,USD,approved,GB,low,False,,,False,,23,6,0,1,1,86400.0,30.7,0
TX1000000050,2023-01-31 01:31:20,A5188500,C1048430,M203618,4899,1,LR,D965913,ios,card_present,55.08,USD,approved,US,low,False,,,False,,1,1,1,0,1,86400.0,44.1,0
TX1000000051,2023-01-31 10:45:08,A5178479,C1018705,M207035,5999,2,IR,D965734,android,ach,48.37,USD,approved,US,low,False,,,False,,10,1,0,0,1,86400.0,41.6,0
TX1000000052,2023-01-31 13:25:28,A5063080,C1031114,M208820,5122,2,SG,D940096,android,card_present,18.65,USD,approved,US,low,False,,,False,,13,1,0,0,1,86400.0,23.2,0
TX1000000053,2023-01-31 21:04:27,A5016565,C1020147,M203014,7995,5,SG,D936328,ios,ecom,3.65,USD,approved,SG,low,False,,,False,,21,1,0,0,1,86400.0,35.8,0
TX1000000054,2023-01-31 21:39:55,A5018336,C1012871,M201655,4121,2,GB,D927384,ios,card_present,52.93,USD,approved,US,medium,False,,,False,,21,1,0,0,1,86400.0,27.0,0
TX1000000055,2023-02-01 03:34:36,A5128259,C1048558,M207733,6051,5,IN,D944176,android,atm,679.45,USD,review,US,high,False,,,False,,3,2,1,0,1,86400.0,62.5,0
TX1000000056,2023-02-01 23:40:42,A5129954,C1015402,M201964,4814,1,IR,D963974,pos,atm,8.3,USD,approved,US,medium,False,,,False,,23,2,0,0,1,86400.0,29.4,0
TX1000000057,2023-02-03 13:43:23,A5157865,C1001687,M200533,5812,3,IR,D929567,android,card_present,2039.06,USD,declined,US,low,False,,,False,,13,4,0,0,1,86400.0,61.6,0
TX1000000058,2023-02-03 15:36:00,A5231915,C1006570,M207659,5311,2,SY,D919544,android,card_present,289.4,USD,approved,US,low,False,,,False,,15,4,0,0,1,86400.0,48.3,0
TX1000000059,2023-02-04 08:00:22,A5011161,C1025007,M211190,4814,1,LR,D962469,ios,ach,87.46,USD,approved,US,low,False,,,False,,8,5,0,1,1,86400.0,37.8,0
TX1000000060,2023-02-04 10:44:02,A5061853,C1048763,M207986,6012,5,IR,D915441,ios,ecom,58.78,USD,approved,CA,low,False,,,False,,10,5,0,1,1,86400.0,60.3,0
TX1000000061,2023-02-04 14:24:35,A5217584,C1001950,M200461,4814,1,SG,D900477,android,card_present,41.73,USD,declined,US,low,False,,,False,,14,5,0,1,1,86400.0,20.1,0
TX1000000062,2023-02-05 19:30:35,A5249974,C1011280,M205435,7011,2,BR,D956783,android,ach,1333.89,USD,approved,GB,low,False,,,False,,19,6,0,1,1,86400.0,39.0,0
TX1000000063,2023-02-06 04:09:14,A5044794,C1047139,M208565,5999,2,CA,D933219,android,ecom,108.42,USD,approved,SG,low,False,,,False,,4,0,1,0,1,86400.0,37.6,0
TX1000000064,2023-02-06 18:43:45,A5090805,C1018223,M211473,4111,1,SG,D947676,android,atm,129.88,USD,declined,CA,medium,False,,,False,,18,0,0,0,1,86400.0,24.3,0
TX1000000065,2023-02-07 18:55:08,A5243413,C1011195,M207803,7011,2,LR,D973717,android,card_present,77.3,USD,approved,US,low,False,,,False,,18,1,0,0,1,86400.0,43.4,0
TX1000000066,2023-02-08 13:17:48,A5235029,C1011639,M205887,5812,3,CY,D956505,android,ecom,49.39,USD,approved,US,low,False,,,False,,13,2,0,0,1,86400.0,47.7,0
TX1000000067,2023-02-08 17:06:09,A5114920,C1041845,M211663,4121,2,US,D926835,web,ecom,85.44,USD,approved,GB,low,False,,,False,,17,2,0,0,1,86400.0,28.7,0
TX1000000068,2023-02-08 23:10:12,A5139082,C1037745,M201128,5912,1,FR,D923579,ios,wire,371.31,USD,approved,GB,medium,False,,,False,,23,2,0,0,1,86400.0,40.2,0
TX1000000069,2023-02-09 00:02:00,A5151323,C1033793,M203624,4899,1,DE,D950126,android,ecom,9.25,USD,approved,US,low,False,,,False,,0,3,1,0,1,86400.0,22.7,0
TX1000000070,2023-02-09 02:46:09,A5248506,C1006137,M205472,5732,3,US,D970071,web,ach,437.14,USD,approved,GB,medium,False,,,False,,2,3,1,0,1,86400.0,48.8,0
TX1000000071,2023-02-09 04:22:37,A5195591,C1018586,M207742,7299,2,LR,D917172,android,card_present,7.57,USD,approved,US,low,False,,,False,,4,3,1,0,1,86400.0,43.1,0
TX1000000072,2023-02-09 22:42:36,A5206815,C1007254,M208293,5122,2,MM,D932009,web,p2p,30.01,USD,approved,US,low,False,,,False,,22,3,0,0,1,86400.0,39.9,0
TX1000000073,2023-02-10 13:05:57,A5048701,C1030129,M212313,5311,2,US,D917097,ios,ecom,32.78,USD,approved,US,low,False,,,False,,13,4,0,0,1,86400.0,25.2,0
TX1000000074,2023-02-11 11:45:02,A5064611,C1031889,M212309,5541,2,PA,D927058,android,card_present,110.41,USD,approved,US,low,False,,,False,,11,5,0,1,1,86400.0,44.7,0
TX1000000075,2023-02-11 19:30:00,A5189046,C1027423,M201920,7399,3,BR,D972249,android,ach,1117.7,USD,approved,US,low,False,,,False,,19,5,0,1,1,86400.0,44.3,0
TX1000000076,2023-02-11 19:30:10,A5027443,C1036636,M209288,4899,1,US,D946615,ios,card_present,222.79,USD,approved,GB,medium,False,,,False,,19,5,0,1,1,86400.0,26.3,0
TX1000000077,2023-02-12 17:55:05,A5236450,C1046609,M202512,6012,5,LR,D967147,ios,card_present,114.5,USD,approved,US,medium,False,,,False,,17,6,0,1,1,86400.0,62.8,0
TX1000000078,2023-02-12 18:39:21,A5160174,C1006269,M209860,5912,1,VG,D957324,web,p2p,19.11,USD,approved,US,low,False,,,False,,18,6,0,1,1,86400.0,32.3,0
TX1000000079,2023-02-12 19:36:31,A5068714,C1048205,M210082,5999,2,SY,D934431,ios,ecom,45.17,USD,approved,US,low,False,,,False,,19,6,0,1,1,86400.0,41.4,0
TX1000000080,2023-02-12 22:10:54,A5114740,C1047589,M208313,4899,1,SY,D941852,android,ach,104.75,USD,approved,US,low,False,,,False,,22,6,0,1,1,86400.0,38.5,0
TX1000000081,2023-02-13 07:13:16,A5165010,C1035316,M202079,4899,1,FR,D906823,ios,card_present,27.44,USD,approved,US,low,False,,,False,,7,0,0,0,1,86400.0,18.6,0
TX1000000082,2023-02-13 11:52:54,A5115479,C1041442,M212310,5812,3,CA,D903074,pos,wire,373.41,USD,approved,GB,low,False,,,False,,11,0,0,0,1,86400.0,52.2,0
TX1000000083,2023-02-14 23:33:22,A5215427,C1049924,M204749,5732,3,PA,D965511,ios,card_present,28.89,USD,approved,CA,low,False,,,False,,23,1,0,0,1,86400.0,45.7,0
TX1000000084,2023-02-15 06:55:42,A5249723,C1035193,M204318,4111,1,AU,D933222,ios,ecom,31.44,USD,approved,DE,low,False,,,False,,6,2,0,0,1,86400.0,19.0,0
TX1000000085,2023-02-16 00:47:46,A5206406,C1023096,M208901,4814,1,LR,D954043,web,atm,97.42,USD,approved,GB,low,False,,,False,,0,3,1,0,1,86400.0,46.2,0
TX1000000086,2023-02-16 17:04:11,A5006936,C1005366,M203856,4111,1,AE,D954267,web,wire,165.25,USD,approved,US,low,False,,,False,,17,3,0,0,1,86400.0,37.2,0
TX1000000087,2023-02-17 11:04:33,A5169267,C1016174,M205124,4121,2,IR,D912463,ios,ecom,22.83,USD,approved,US,pep,False,,,False,,11,4,0,0,1,86400.0,38.9,0
TX1000000088,2023-02-17 20:41:54,A5197894,C1010541,M211746,4111,1,PA,D922966,ios,ecom,7.85,USD,approved,US,low,False,,,False,,20,4,0,0,1,86400.0,29.2,0
TX1000000089,2023-02-18 05:21:40,A5132477,C1035218,M209995,7299,2,PA,D910544,pos,p2p,246.37,USD,approved,US,low,False,,,False,,5,5,1,1,1,86400.0,55.7,0
TX1000000090,2023-02-18 10:10:39,A5080556,C1040523,M209000,5812,3,CY,D952279,ios,ecom,20.99,USD,approved,SG,low,False,,,False,,10,5,0,1,1,86400.0,44.6,0
TX1000000091,2023-02-19 16:55:39,A5240983,C1046585,M202493,5912,1,AF,D962629,ios,wire,1410.5,USD,approved,US,low,False,,,False,,16,6,0,1,1,86400.0,60.2,0
TX1000000092,2023-02-20 06:02:27,A5185636,C1011263,M204955,5122,2,VG,D918055,ios,wire,1118.65,USD,approved,US,low,False,,,False,,6,0,0,0,1,86400.0,65.3,0
TX1000000093,2023-02-20 07:09:20,A5027477,C1005422,M200164,5122,2,BR,D945973,pos,card_present,256.86,USD,approved,FR,high,False,,,False,,7,0,0,0,1,86400.0,32.8,0
TX1000000094,2023-02-21 04:23:21,A5203278,C1011419,M208386,5912,1,PA,D904791,android,card_present,38.0,USD,approved,SG,low,False,,,False,,4,1,1,0,1,86400.0,42.7,0
TX1000000095,2023-02-21 15:50:18,A5181333,C1004554,M210724,5812,3,KP,D900897,ios,ach,48.36,USD,approved,CA,low,False,,,False,,15,1,0,0,1,86400.0,47.6,0
TX1000000096,2023-02-21 16:37:51,A5103923,C1045982,M208600,5912,1,FR,D903888,web,card_present,7.07,USD,approved,US,low,False,,,False,,16,1,0,0,1,86400.0,13.8,0
TX1000000097,2023-02-22 07:56:13,A5039976,C1046465,M211498,7995,5,CY,D941825,android,card_present,1.52,USD,approved,US,low,False,,,False,,7,2,0,0,1,86400.0,48.5,0
TX1000000098,2023-02-22 14:39:43,A5146899,C1046971,M200426,5912,1,FR,D942398,web,atm,36.27,USD,approved,US,low,False,,,False,,14,2,0,0,1,86400.0,19.6,0
TX1000000099,2023-02-22 23:43:58,A5232318,C1012484,M204580,7399,3,IN,D902603,web,ecom,149.77,USD,approved,US,low,False,,,False,,23,2,0,0,1,86400.0,36.8,0
TX1000000100,2023-02-23 06:03:40,A5166101,C1006817,M211126,5411,1,BR,D901545,android,wire,1113.58,USD,approved,US,medium,False,,,False,,6,3,0,0,1,86400.0,44.3,0
TX1000000101,2023-02-23 21:48:13,A5237339,C1029782,M210398,7995,5,US,D951564,ios,ecom,8.39,USD,approved,US,low,False,,,False,,21,3,0,0,1,86400.0,38.4,0
TX1000000102,2023-02-24 12:37:55,A5069418,C1022969,M201724,5122,2,GB,D911981,web,ecom,208.16,USD,declined,SG,low,False,,,False,,12,4,0,0,1,86400.0,32.0,0
TX1000000103,2023-02-25 22:32:57,A5002609,C1049711,M204430,4111,1,CY,D930227,web,card_present,20.64,USD,approved,US,low,False,,,False,,22,5,0,1,1,86400.0,32.5,0
TX1000000104,2023-02-26 02:44:47,A5241862,C1024420,M210873,4899,1,VG,D933241,android,ecom,18.29,USD,approved,GB,medium,False,,,False,,2,6,1,1,1,86400.0,40.1,0
TX1000000105,2023-02-26 19:37:27,A5172304,C1024601,M207243,7995,5,IR,D958931,ios,card_present,20.07,USD,approved,GB,low,False,,,False,,19,6,0,1,1,86400.0,56.4,0
TX1000000106,2023-02-27 11:10:50,A5115820,C1003540,M210130,5122,2,PA,D918870,android,ecom,62.66,USD,approved,US,low,False,,,False,,11,0,0,0,1,86400.0,42.6,0
TX1000000107,2023-02-27 15:45:05,A5172607,C1049064,M211596,7995,5,MM,D944273,web,wire,96.53,USD,approved,GB,low,False,,,False,,15,0,0,0,1,86400.0,74.2,1
TX1000000108,2023-02-27 21:10:45,A5068989,C1021701,M205078,6051,5,AU,D931097,android,ecom,54.24,USD,approved,US,high,False,,,False,,21,0,0,0,1,86400.0,45.0,0
TX1000000109,2023-02-28 20:28:41,A5015847,C1027376,M202437,5812,3,GB,D974228,web,ecom,97.18,USD,approved,US,low,False,,,False,,20,1,0,0,1,86400.0,35.2,0
TX1000000110,2023-03-01 09:06:37,A5203164,C1016190,M209393,5541,2,SY,D962224,android,ecom,226.77,USD,declined,CA,low,False,,,False,,9,2,0,0,1,86400.0,47.4,0
TX1000000111,2023-03-02 00:08:22,A5007611,C1025676,M203418,5912,1,AF,D936266,web,card_present,61.56,USD,approved,US,low,False,,,False,,0,3,1,0,1,86400.0,44.5,0
TX1000000112,2023-03-03 13:53:05,A5242463,C1044930,M209197,5311,2,AU,D930530,web,ecom,10.65,USD,declined,SG,low,False,,,False,,13,4,0,0,1,86400.0,21.2,0
TX1000000113,2023-03-03 21:23:37,A5242385,C1049029,M203710,4121,2,PA,D911825,web,card_present,59.51,USD,approved,US,low,False,,,False,,21,4,0,0,1,86400.0,42.4,0
TX1000000114,2023-03-04 14:44:21,A5006643,C1048299,M200541,5812,3,LR,D953978,web,card_present,13.13,USD,approved,GB,low,False,,,False,,14,5,0,1,1,86400.0,42.9,0
TX1000000115,2023-03-05 05:26:50,A5116641,C1021676,M207860,4814,1,AE,D911196,ios,card_present,12.21,USD,approved,US,low,False,,,False,,5,6,1,1,1,86400.0,23.7,0
TX1000000116,2023-03-05 09:40:47,A5144389,C1030244,M206618,7299,2,FR,D924154,web,ecom,10.34,USD,approved,US,medium,False,,,False,,9,6,0,1,1,86400.0,21.1,0
TX1000000117,2023-03-06 09:01:07,A5016141,C1031585,M205816,7011,2,IR,D931778,android,wire,56.64,USD,approved,US,low,False,,,False,,9,0,0,0,1,86400.0,54.2,0
TX1000000118,2023-03-07 10:37:17,A5104200,C1029186,M211576,5999,2,FR,D938667,pos,card_present,24.31,USD,approved,GB,low,False,,,False,,10,1,0,0,1,86400.0,24.1,0
TX1000000119,2023-03-07 16:18:39,A5101056,C1028052,M208597,6012,5,VG,D932219,web,ecom,232.96,USD,approved,DE,low,False,,,False,,16,1,0,0,1,86400.0,65.5,0
TX1000000120,2023-03-07 23:00:48,A5007987,C1009604,M208933,7299,2,AU,D929282,pos,ach,2653.82,USD,approved,DE,low,False,,,False,,23,1,0,0,1,86400.0,41.6,0
TX1000000121,2023-03-08 05:53:21,A5212918,C1037392,M209543,4814,1,PA,D910277,android,card_present,24.12,USD,approved,US,low,False,,,False,,5,2,1,0,1,86400.0,41.1,0
TX1000000122,2023-03-08 14:00:10,A5237129,C1004380,M200783,5732,3,CA,D906379,android,p2p,163.22,USD,approved,CA,low,False,,,False,,14,2,0,0,1,86400.0,37.1,0
TX1000000123,2023-03-09 09:16:24,A5077316,C1001865,M207676,5541,2,BR,D907827,android,ecom,34.69,USD,approved,GB,medium,False,,,False,,9,3,0,0,1,86400.0,25.4,0
TX1000000124,2023-03-09 17:59:44,A5080558,C1037598,M211067,7011,2,PA,D957014,pos,ecom,7.22,USD,approved,CA,low,False,,,False,,17,3,0,0,1,86400.0,34.9,0
TX1000000125,2023-03-09 23:12:34,A5241478,C1002273,M201833,4899,1,BR,D916351,android,ecom,136.45,USD,approved,US,low,False,,,False,,23,3,0,0,1,86400.0,24.5,0
TX1000000126,2023-03-11 22:11:35,A5041324,C1029209,M205809,5999,2,KP,D972422,android,card_present,66.26,USD,approved,GB,low,False,,,False,,22,5,0,1,1,86400.0,42.8,0
TX1000000127,2023-03-12 09:25:50,A5035071,C1029738,M203889,5541,2,CA,D931957,web,ach,1534.06,USD,approved,DE,low,False,,,False,,9,6,0,1,1,86400.0,39.5,0
TX1000000128,2023-03-12 13:18:49,A5063659,C1010184,M202011,5999,2,KP,D903724,android,ecom,8.34,USD,approved,US,low,False,,,False,,13,6,0,1,1,86400.0,35.4,0
TX1000000129,2023-03-12 14:20:28,A5111703,C1006386,M204720,7011,2,IR,D960146,android,p2p,1383.71,USD,review,DE,low,False,,,False,,14,6,0,1,1,86400.0,54.1,0
TX1000000130,2023-03-12 15:58:45,A5085785,C1010977,M204082,5541,2,DE,D948366,android,card_present,361.28,USD,approved,GB,low,False,,,False,,15,6,0,1,1,86400.0,34.1,0
TX1000000131,2023-03-13 16:53:20,A5119508,C1034490,M208390,7299,2,VG,D920558,ios,ecom,55.55,USD,approved,US,low,False,,,False,,16,0,0,0,1,86400.0,42.1,0
TX1000000132,2023-03-13 18:24:06,A5096597,C1032773,M210329,7995,5,AF,D922511,android,ecom,39.11,USD,approved,US,medium,False,,,False,,18,0,0,0,1,86400.0,58.8,0
TX1000000133,2023-03-14 17:51:28,A5218392,C1005213,M201975,5912,1,MM,D952253,ios,card_present,20.19,USD,approved,US,low,False,,,False,,17,1,0,0,1,86400.0,32.5,0
TX1000000134,2023-03-14 19:55:18,A5015844,C1007147,M208406,5311,2,PA,D964826,ios,ecom,65.17,USD,approved,US,low,False,,,False,,19,1,0,0,1,86400.0,42.7,0
TX1000000135,2023-03-15 01:55:27,A5130204,C1016331,M209908,6012,5,AE,D968639,ios,ach,125.62,USD,approved,DE,low,False,,,False,,1,2,1,0,1,86400.0,56.2,0
TX1000000136,2023-03-15 03:28:27,A5239767,C1019789,M200592,5541,2,DE,D972145,ios,p2p,79.82,USD,approved,US,low,False,,,False,,3,2,1,0,1,86400.0,36.5,0
TX1000000137,2023-03-16 01:13:06,A5184484,C1028357,M204708,5999,2,LR,D952102,android,ecom,39.32,USD,approved,DE,low,False,,,False,,1,3,1,0,1,86400.0,48.9,0
TX1000000138,2023-03-16 02:53:23,A5053851,C1025372,M208281,7995,5,SG,D942076,android,wire,3620.74,USD,approved,DE,low,True,account_takeover,2023-03-17 13:53:23,False,,2,3,1,0,1,86400.0,80.7,1
TX1000000139,2023-03-16 11:54:06,A5124178,C1012574,M201751,7995,5,CY,D952075,ios,atm,34.66,USD,approved,US,low,False,,,False,,11,3,0,0,1,86400.0,58.4,0
TX1000000140,2023-03-17 08:27:05,A5223513,C1008688,M202698,5541,2,SY,D941077,pos,p2p,30.46,USD,approved,DE,low,False,,,False,,8,4,0,0,1,86400.0,39.9,0
TX1000000141,2023-03-17 09:00:40,A5231382,C1011200,M209315,4899,1,BR,D953668,web,card_present,177.75,USD,approved,SG,low,False,,,False,,9,4,0,0,1,86400.0,25.4,0
TX1000000142,2023-03-17 19:19:06,A5066327,C1038309,M209846,5812,3,CY,D961349,android,ach,20.8,USD,approved,CA,low,False,,,False,,19,4,0,0,1,86400.0,44.6,0
TX1000000143,2023-03-17 21:09:28,A5040360,C1047919,M205880,5812,3,FR,D943834,android,ecom,87.01,USD,approved,CA,low,False,,,False,,21,4,0,0,1,86400.0,34.8,0
